order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1481293,408237,V-Nam Cafe,Vietnamese,14.58,Weekday,4,28,22
1481295,408240,V-Nam Cafe,Vietnamese,12.73,Weekend,5,24,29
1481296,408244,Blue Ribbon Fried Chicken,American,14.84,Weekend,4,29,20
1481297,408245,Friend of a Farmer,American,15.19,Weekend,4,29,22
1481301,408248,The Meatball Shop,American,15.86,Weekend,Not given,30,25
1481306,408251,Sushi of Gari 46,Japanese,17.82,Weekday,5,28,20
1481309,408254,Byblos Restaurant,Middle Eastern,21.57,Weekend,Not given,23,23
1481313,408256,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.81,Weekday,5,26,22
1481314,408260,The Meatball Shop,Italian,15.03,Weekend,Not given,30,26
1481318,408263,RedFarm Broadway,Chinese,16.58,Weekend,Not given,29,19
1481320,408266,Hibino,Japanese,15.86,Weekday,5,29,25
1481321,408270,The Kati Roll Company,Indian,15.95,Weekend,Not given,24,22
1481324,408274,Dos Caminos Soho,Mexican,15.72,Weekend,4,23,21
1481326,408279,Kambi Ramen House,Japanese,14.67,Weekend,5,27,25
1481331,408283,Cafe Mogador,Middle Eastern,20.07,Weekend,Not given,23,20
1481336,408288,Dickson's Farmstand Meats,American,18.16,Weekday,Not given,29,25
1481338,408290,Carmine's,Italian,16.31,Weekday,5,25,27
1481342,408295,Blue Ribbon Sushi,Japanese,14.54,Weekend,4,29,24
1481346,408300,Blue Ribbon Sushi Bar & Grill,Japanese,18.7,Weekend,5,26,28
1481347,408304,Hill Country Fried Chicken,Southern,20.96,Weekend,Not given,24,20
1481351,408305,Amy Ruth's,Southern,17.22,Weekday,5,30,23
1481352,408309,Lantern Thai Kitchen,Thai,17.55,Weekday,5,24,26
1481353,408313,Room Service,Thai,20.49,Weekend,Not given,26,26
1481355,408316,Amma,Indian,14.99,Weekend,Not given,24,25
1481357,408321,Momoya,Japanese,16.91,Weekday,5,27,28
1481362,408323,J. G. Melon,American,13.88,Weekend,5,28,26
1481367,408328,Sushi of Gari Tribeca,Japanese,14.52,Weekend,Not given,27,22
1481368,408332,TAO,Japanese,17.11,Weekday,5,24,26
1481370,408334,Byblos Restaurant,Middle Eastern,18.93,Weekend,Not given,28,27
1481374,408336,Empanada Mama (closed),Mexican,19.41,Weekend,Not given,27,25
1481378,408338,Kanoyama,Japanese,15.19,Weekend,5,29,22
1481382,408339,RedFarm Broadway,Chinese,14.81,Weekend,Not given,27,21
1481385,408344,Pepe Rosso To Go,Italian,16.22,Weekday,Not given,30,24
1481388,408345,Blue Ribbon Fried Chicken,American,17.69,Weekend,4,29,21
1481389,408350,Bareburger,American,15.97,Weekend,Not given,24,22
1481391,408353,Blue Ribbon Sushi,Japanese,14.95,Weekend,Not given,29,28
1481395,408357,Han Dynasty,Chinese,16.83,Weekday,5,30,26
1481400,408358,Terakawa Ramen,Japanese,14.16,Weekend,Not given,27,26
1481405,408360,Han Dynasty,Chinese,17.01,Weekend,Not given,25,21
1481410,408364,Blue Ribbon Sushi Bar & Grill,Japanese,16.11,Weekend,4,26,21
1481413,408367,Bhatti Indian Grill,Indian,17.37,Weekend,5,27,25
1481414,408372,Don's Bogam BBQ & Wine Bar,Korean,15.18,Weekend,4,26,23
1481419,408377,Grand Sichuan International,Chinese,16.4,Weekend,Not given,26,24
1481424,408381,Grand Sichuan International,Chinese,16.01,Weekday,5,30,26
1481429,408384,Blue Ribbon Fried Chicken,American,14.83,Weekend,5,27,25
1481432,408389,Haru Gramercy Park,Japanese,17.42,Weekday,4,24,20
1481437,408390,Empanada Mama (closed),Mexican,19.07,Weekend,4,25,27
1481442,408393,Market Table,American,14.99,Weekday,5,30,26
1481444,408396,Rye House,American,13.95,Weekend,Not given,26,24
1481449,408401,Nobu Next Door,Japanese,15.68,Weekend,5,28,24
1481450,408402,Blue Ribbon Sushi,Japanese,14.63,Weekend,Not given,24,28
1481454,408407,The Odeon,American,18.63,Weekend,Not given,30,27
1481458,408411,Bhatti Indian Grill,Indian,16.85,Weekday,5,27,23
1481461,408413,The Meatball Shop,American,18.69,Weekday,4,27,24
1481464,408416,Rubirosa,Italian,15.18,Weekday,4,25,22
1481468,408418,V-Nam Cafe,Vietnamese,13.01,Weekend,4,23,27
1481473,408419,RedFarm Broadway,Chinese,15.8,Weekend,4,24,23
1481475,408420,Blue Ribbon Sushi,Japanese,15.39,Weekend,4,30,28
1481479,408422,Lamarca Pasta,Italian,18.8,Weekend,5,30,26
1481483,408423,Don's Bogam BBQ & Wine Bar,Korean,14.4,Weekday,Not given,26,20
1481485,408425,Shake Shack,American,16.76,Weekday,4,29,23
1481486,408429,Blue Ribbon Fried Chicken,American,17.62,Weekday,4,25,23
1481491,408430,Galli Restaurant,Italian,16.37,Weekend,5,29,21
1481494,408434,Blue Ribbon Sushi,Japanese,15.7,Weekend,Not given,26,25
1481496,408437,Zero Otto Nove,Italian,14.54,Weekday,5,29,28
1481497,408440,Sushi of Gari,Japanese,16.38,Weekend,4,29,22
1481499,408443,Lantern Thai Kitchen,Thai,17.46,Weekday,Not given,30,23
1481504,408446,Shake Shack,American,15.53,Weekend,Not given,26,22
1481507,408449,Song Thai Restaurant & Bar,Thai,16.93,Weekday,4,28,23
1481511,408450,Shake Shack,American,16.38,Weekday,5,28,26
1481513,408451,Rye House,American,17.54,Weekday,5,25,28
1481515,408453,Cafe Habana,Mexican,16.41,Weekday,5,26,27
1481519,408456,The Smile,American,14.34,Weekday,5,28,22
1481521,408457,RedFarm Hudson,Chinese,14.1,Weekday,4,24,22
1481526,408459,Sushi of Gari 46,Japanese,16.86,Weekend,4,26,25
1481527,408461,Shake Shack,American,17.54,Weekend,Not given,26,23
1481528,408465,Mission Cantina,Mexican,17.95,Weekend,4,26,20
1481530,408470,Vanessa's Dumplings,Chinese,17.06,Weekend,4,25,24
1481534,408475,Han Dynasty,Chinese,18.32,Weekday,5,29,27
1481538,408480,Vanessa's Dumplings,Chinese,14.51,Weekend,Not given,24,19
1481539,408481,Bareburger,American,17.88,Weekday,Not given,30,28
1481541,408484,RedFarm Broadway,Chinese,18.46,Weekday,4,25,27
1481546,408488,Blue Ribbon Sushi,Japanese,14.91,Weekend,5,28,28
1481549,408491,Parm,Italian,17.63,Weekday,5,28,28
1481554,408492,Melt Shop,American,15.77,Weekday,Not given,28,24
1481556,408497,Sushi of Gari,Japanese,17.66,Weekday,5,26,22
1481558,408499,Shake Shack,American,16.4,Weekday,5,28,28
1481561,408504,Han Dynasty,Chinese,15.02,Weekday,5,28,27
1481566,408505,Hunan Manor,Chinese,15.84,Weekend,5,30,21
1481570,408506,Anjappar Chettinad,Indian,14.68,Weekday,5,28,26
1481574,408508,Bareburger,American,17.4,Weekend,5,30,25
1481576,408513,Blue Ribbon Sushi,Japanese,14.01,Weekend,4,26,20
1481581,408514,Wo Hop Restaurant,Chinese,18.31,Weekday,4,24,26
1481582,408516,Hot Kitchen,Chinese,16.27,Weekday,5,30,27
1481587,408517,Haveli Indian Restaurant,Indian,18.38,Weekend,5,28,22
1481589,408520,Momoya,Japanese,16.04,Weekday,5,27,24
1481590,408523,Five Leaves,American,16.27,Weekday,5,26,26
1481592,408524,Shake Shack,American,17.11,Weekend,5,25,26
1481597,408527,RedFarm Hudson,Chinese,14.55,Weekend,Not given,26,23
1481598,408529,Big Wong Restaurant _¤¾Ñ¼,Chinese,18.39,Weekend,Not given,28,26
1481600,408531,Shake Shack,American,14.69,Weekday,5,29,28
1481604,408535,The Meatball Shop,Italian,16.82,Weekday,4,24,27
1481605,408540,Blue Ribbon Sushi,Japanese,15.99,Weekday,5,24,27
1481608,408542,Shake Shack,American,15.55,Weekday,Not given,26,20
1481610,408544,Friend of a Farmer,American,18.45,Weekend,4,26,21
1481612,408545,The Smile,American,16.22,Weekend,Not given,26,24
1481614,408546,Tamarind TriBeCa,Indian,16.4,Weekday,5,24,24
1481615,408550,Junoon,Indian,18.18,Weekend,Not given,29,27
1481616,408551,J. G. Melon,American,17.44,Weekend,4,27,22
1481620,408552,Bareburger,American,14.46,Weekend,Not given,26,20
1481624,408554,Sarabeth's West,American,17.38,Weekday,Not given,26,24
1481628,408555,Parm,Italian,15.29,Weekday,5,27,28
1481633,408557,Paul & Jimmy's,Italian,17.59,Weekend,5,24,25
1481637,408559,The Smile,American,16.81,Weekday,4,27,25
1481638,408564,Blue Ribbon Fried Chicken,American,17.98,Weekend,5,30,22
1481643,408567,Dig Inn Seasonal Market,American,14.46,Weekend,Not given,26,27
1481646,408568,Five Leaves,American,17.16,Weekday,4,25,24
1481648,408570,Hibino,Japanese,18.54,Weekend,Not given,30,20
1481652,408572,Go! Go! Curry!,Japanese,14.16,Weekend,5,25,26
1481654,408576,The Kati Roll Company,Indian,15.6,Weekday,5,26,25
1481656,408580,J. G. Melon,American,17.06,Weekend,Not given,27,22
1481658,408584,Shake Shack,American,17.72,Weekend,4,26,23
1481660,408588,Cafeteria,American,16.08,Weekend,Not given,28,27
1481662,408591,Dos Caminos Soho,Mexican,14.76,Weekday,4,29,24
1481663,408594,Donburi-ya,Japanese,14.86,Weekday,5,28,21
1481665,408597,Serafina Fabulous Pizza,Italian,15.61,Weekday,Not given,29,21
1481669,408598,Hummus Place,Middle Eastern,19.58,Weekday,4,27,21
1481670,408602,Vezzo Thin Crust Pizza,Italian,18.56,Weekend,Not given,26,26
1481674,408604,The Meatball Shop,Italian,17.07,Weekday,5,26,26
1481677,408606,Joe's Shanghai _Àü£¾÷´,Chinese,17.79,Weekday,5,24,24
1481682,408609,Zero Otto Nove,Italian,16.26,Weekend,4,29,23
1481683,408613,Dirty Bird To Go (archived),American,16.85,Weekend,Not given,26,27
1481684,408615,Blue Ribbon Sushi,Japanese,14.25,Weekday,5,25,22
1481686,408616,Prosperity Dumpling,Chinese,16.94,Weekday,5,25,21
1481688,408618,Cafe Habana,Mexican,19.28,Weekend,4,28,22
1481693,408621,Dos Caminos Soho,Mexican,19.04,Weekend,5,24,24
1481695,408624,Blue Ribbon Sushi,Japanese,17.94,Weekend,Not given,29,21
1481696,408626,Hill Country Fried Chicken,Southern,16.56,Weekday,5,25,20
1481697,408627,TAO,Japanese,17.25,Weekend,Not given,24,28
1481699,408631,The Meatball Shop,Italian,18.38,Weekday,5,25,20
1481704,408633,Blue Ribbon Sushi Bar & Grill,Japanese,18.56,Weekday,5,27,26
1481707,408634,Tortaria,Mexican,15.57,Weekday,4,29,26
1481708,408636,Shake Shack,American,14.02,Weekend,4,28,28
1481712,408639,Blue Ribbon Sushi Bar & Grill,Japanese,15.37,Weekend,Not given,29,21
1481715,408643,Donburi-ya,Japanese,17.6,Weekend,Not given,26,26
1481716,408647,The Kati Roll Company,Indian,17.46,Weekday,5,29,23
1481721,408648,Five Leaves,American,18.03,Weekend,Not given,24,25
1481723,408650,Shake Shack,American,16.67,Weekend,4,28,22
1481728,408652,Shake Shack,American,16.4,Weekday,Not given,28,26
1481729,408653,The Meatball Shop,American,15.08,Weekend,4,26,21
1481732,408658,Hill Country Fried Chicken,Southern,21.06,Weekday,4,29,26
1481733,408663,Sushi of Gari 46,Japanese,18.68,Weekend,5,24,24
1481734,408666,Mamoun's Falafel,Mediterranean,17.21,Weekday,Not given,26,20
1481736,408668,P.J. Clarke's,American,14.4,Weekend,4,26,25
1481741,408672,Nobu Next Door,Japanese,17.59,Weekday,5,25,21
1481746,408674,Saravanaa Bhavan,Indian,16.54,Weekday,4,24,20
1481749,408675,Cho Dang Gol,Korean,12.14,Weekend,Not given,26,22
1481750,408679,Blue Ribbon Sushi Bar & Grill,Japanese,18.21,Weekend,5,30,27
1481755,408684,Empanada Mama (closed),Mexican,17.6,Weekend,Not given,28,27
1481757,408686,Shake Shack,American,15.73,Weekday,Not given,28,24
1481762,408691,The Meatball Shop,American,14.03,Weekday,Not given,25,24
1481763,408694,Philippe Chow,Chinese,15.77,Weekend,4,30,23
1481767,408697,Five Guys Burgers and Fries,American,13.97,Weekday,Not given,29,28
1481768,408698,Amma,Indian,16.69,Weekend,4,24,23
1481773,408700,Big Daddy's,American,15.96,Weekend,4,24,21
1481777,408702,RedFarm Broadway,Chinese,17.71,Weekend,5,29,23
1481780,408706,Jack's Wife Freda,Mediterranean,14.86,Weekend,5,27,23
1481785,408708,Frank Restaurant,Italian,14.85,Weekday,5,25,28
1481788,408713,Momoya,Japanese,14.91,Weekend,Not given,26,27
1481793,408714,UVA Wine Bar & Restaurant,Italian,18.02,Weekend,Not given,27,22
1481796,408716,L'Express,French,22.16,Weekend,5,25,21
1481798,408720,'wichcraft,American,16.61,Weekend,Not given,25,21
1481802,408721,Lucky's Famous Burgers,American,14.87,Weekend,5,26,20
1481806,408725,Blue Ribbon Sushi,Japanese,17.43,Weekday,5,29,24
1481810,408729,Hummus Place,Middle Eastern,21.43,Weekend,Not given,23,20
1481813,408733,Alidoro,American,15.02,Weekday,5,29,21
1481817,408737,Frank Restaurant,Italian,18.48,Weekday,5,26,28
1481819,408741,Tamarind TriBeCa,Indian,16.85,Weekday,5,25,25
1481822,408745,Dos Caminos,Mexican,18.15,Weekend,Not given,26,20
1481826,408749,Shake Shack,American,14.77,Weekend,Not given,25,24
1481830,408752,Vanessa's Dumplings,Chinese,15.57,Weekend,Not given,28,20
1481835,408757,Parm,Italian,14.02,Weekday,5,24,20
1481837,408762,Shake Shack,American,14.53,Weekday,5,24,25
1481840,408763,Dos Caminos Soho,Mexican,15.07,Weekday,4,26,26
1481843,408766,RedFarm Broadway,Chinese,17.37,Weekend,5,29,19
1481848,408767,Shake Shack,American,15.06,Weekend,Not given,30,25
1481849,408772,Tamarind TriBeCa,Indian,19.31,Weekend,5,25,25
1481850,408773,Lucky's Famous Burgers,American,14.45,Weekend,Not given,28,27
1481855,408775,Shake Shack,American,16.54,Weekday,5,27,24
1481858,408778,Delicatessen,American,15.21,Weekday,5,24,27
1481861,408781,Paul & Jimmy's,Italian,14.29,Weekday,5,30,27
1481862,408786,The Odeon,American,15.45,Weekday,4,29,25
1481863,408790,Big Wong Restaurant _¤¾Ñ¼,Chinese,14.45,Weekday,5,29,27
1481866,408792,Bukhara Grill,Indian,15.01,Weekend,Not given,24,24
1481868,408797,Cafe de La Esquina,Mexican,18.63,Weekend,4,27,20
1481869,408799,P.J. Clarke's,American,15.01,Weekend,5,26,20
1481873,408802,Tamarind TriBeCa,Indian,18.5,Weekday,5,26,25
1481876,408804,Gaia Italian Cafe,Italian,16.33,Weekday,Not given,24,27
1481879,408809,Blue Ribbon Sushi Izakaya,Japanese,17.99,Weekday,5,27,28
1481881,408811,Blue Ribbon Fried Chicken,American,18.18,Weekday,5,24,28
1481882,408812,Bhatti Indian Grill,Indian,18.7,Weekend,5,24,24
1481885,408817,Hiroko's Place,Japanese,18.1,Weekday,Not given,26,28
1481887,408818,Shake Shack,American,14.44,Weekday,4,24,22
1481889,408819,Posto,Italian,15.74,Weekday,5,27,20
1481891,408824,Blue Ribbon Fried Chicken,American,15.02,Weekday,4,24,24
1481893,408826,Five Leaves,American,18.7,Weekday,5,30,20
1481896,408828,Sushi of Gari 46,Japanese,16.46,Weekday,4,29,20
1481897,408829,67 Burger,American,15.06,Weekend,Not given,24,28
1481898,408831,Westville Hudson,American,16.09,Weekday,5,25,28
1481900,408832,Joe's Shanghai _Àü£¾÷´,Chinese,16.24,Weekday,4,30,21
1481901,408835,Mira Sushi,Japanese,14.59,Weekday,5,25,22
1481904,408838,Empanada Mama (closed),Mexican,16.16,Weekday,4,25,28
1481906,408842,The Meatball Shop,Italian,17.42,Weekend,5,25,24
1481910,408843,Lantern Thai Kitchen,Thai,20.07,Weekend,Not given,27,26
1481915,408848,Xi'an Famous Foods,Chinese,17.5,Weekday,5,25,20
1481919,408850,RedFarm Hudson,Chinese,15.75,Weekend,4,26,23
1481922,408853,Kambi Ramen House,Japanese,14.42,Weekend,4,30,23
1481926,408858,Galli Restaurant,Italian,17.57,Weekday,4,25,21
1481928,408862,Boqueria,Spanish,18.1,Weekend,Not given,26,19
1481931,408864,DuMont Burger,American,16.43,Weekday,Not given,30,22
1481932,408869,Shake Shack,American,14.66,Weekday,5,24,28
1481937,408872,Yama Japanese Restaurant,Japanese,15.9,Weekend,Not given,30,20
1481938,408877,Asuka Sushi,Japanese,17.59,Weekend,Not given,24,26
1481943,408878,Boqueria,Spanish,21.35,Weekend,Not given,28,27
1481946,408881,Sushi of Gari,Japanese,16.19,Weekday,Not given,27,20
1481950,408885,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.77,Weekday,Not given,27,26
1481954,408888,Gaia Italian Cafe,Italian,15.0,Weekend,Not given,25,27
1481955,408889,Han Dynasty,Chinese,14.94,Weekend,4,25,20
1481960,408891,Tony's Di Napoli,Italian,15.14,Weekday,5,27,25
1481962,408894,Hatsuhana,Japanese,17.49,Weekend,Not given,28,28
1481965,408895,Benihana,Japanese,14.43,Weekend,4,29,27
1481970,408900,RedFarm Hudson,Chinese,14.98,Weekend,4,29,20
1481972,408905,The Meatball Shop,Italian,18.03,Weekend,Not given,27,22
1481977,408906,The Meatball Shop,Italian,14.5,Weekend,5,28,20
1481978,408909,Cafe Mogador,Middle Eastern,17.7,Weekday,4,26,20
1481980,408913,Coppola's East,Italian,14.31,Weekend,Not given,30,23
1481983,408914,Blue Ribbon Brooklyn,American,16.12,Weekday,5,28,26
1481986,408918,La Follia,Italian,16.5,Weekend,Not given,24,25
1481989,408921,Emporio,Italian,17.14,Weekend,Not given,29,22
1481992,408923,RedFarm Broadway,Chinese,16.13,Weekend,Not given,24,26
1481997,408926,DuMont Burger,American,16.31,Weekday,5,24,20
1482000,408930,Bareburger,American,15.19,Weekend,Not given,27,21
1482004,408935,Izakaya Ten,Japanese,16.85,Weekend,4,25,24
1482005,408937,Chola Eclectic Indian Cuisine,Indian,18.47,Weekday,5,28,26
1482008,408939,Momoya,Japanese,15.52,Weekend,4,24,22
1482011,408944,RedFarm Hudson,Chinese,17.03,Weekend,5,29,25
1482014,408946,L'Express,French,22.38,Weekday,4,28,28
1482019,408948,Lucky Strike,American,16.36,Weekend,4,28,28
1482020,408949,Chipotle Mexican Grill $1.99 Delivery,Mexican,17.69,Weekday,4,24,28
1482021,408953,L'Express,French,22.06,Weekend,Not given,25,29
1482026,408958,Blue Ribbon Fried Chicken,American,14.43,Weekday,4,27,22
1482031,408961,Hummus Place,Middle Eastern,20.52,Weekend,Not given,25,24
1482033,408963,Momoya,Japanese,14.3,Weekend,Not given,30,21
1482038,408966,67 Burger,American,16.97,Weekend,Not given,24,20
1482043,408967,Mira Sushi,Japanese,16.19,Weekday,Not given,26,22
1482047,408970,Bubby's ,American,17.46,Weekend,4,29,26
1482051,408975,Sushi of Gari 46,Japanese,17.77,Weekend,Not given,28,24
1482055,408978,Chote Nawab,Indian,18.06,Weekday,5,30,25
1482060,408983,Bhatti Indian Grill,Indian,16.13,Weekend,4,30,20
1482061,408988,Hiroko's Place,Japanese,15.97,Weekday,5,29,25
1482065,408993,Westville Hudson,American,14.36,Weekday,Not given,24,20
1482066,408994,Shake Shack,American,15.53,Weekend,Not given,30,24
1482071,408995,The Kati Roll Company,Indian,15.01,Weekend,Not given,24,27
1482072,408998,Blue Ribbon Fried Chicken,American,15.23,Weekday,5,27,27
1482075,409001,Jack's Wife Freda,Mediterranean,16.72,Weekend,Not given,25,20
1482079,409006,Posto,Italian,15.86,Weekend,Not given,30,22
1482081,409010,Osteria Morini,Italian,18.87,Weekday,4,26,22
1482084,409015,Vanessa's Dumplings,Chinese,18.63,Weekday,Not given,25,25
1482089,409019,Klong,Thai,20.01,Weekend,Not given,26,22
1482092,409023,Moonstruck on Second,American,17.71,Weekend,5,27,28
1482094,409026,Otto Enoteca Pizzeria,Italian,14.63,Weekday,5,30,21
1482096,409029,'wichcraft,American,16.43,Weekend,4,27,23
1482100,409034,Tamarind TriBeCa,Indian,19.21,Weekend,Not given,24,22
1482101,409038,Balade,Middle Eastern,21.61,Weekend,5,27,23
1482102,409043,Sushi Samba,Japanese,16.99,Weekend,5,27,25
1482107,409045,Dirty Bird to Go,American,15.44,Weekend,5,25,23
1482111,409047,Rubirosa,Italian,18.73,Weekend,5,27,22
1482113,409051,Bhatti Indian Grill,Indian,18.05,Weekend,Not given,29,25
1482117,409056,Le Grainne Cafe,French,18.44,Weekday,5,24,27
1482120,409060,TAO,Japanese,16.54,Weekday,4,30,21
1482121,409061,Barbounia,Mediterranean,14.5,Weekend,5,29,24
1482123,409063,Han Dynasty,Chinese,15.11,Weekend,5,28,23
1482128,409068,Amma,Indian,15.9,Weekend,4,26,26
1482133,409069,Parm,Italian,15.4,Weekend,Not given,27,23
1482138,409072,Frank Restaurant,Italian,18.27,Weekday,4,27,22
1482140,409073,Dirty Bird to Go,American,15.21,Weekday,4,26,22
1482143,409075,Wa Jeal,Chinese,16.45,Weekend,5,30,21
1482144,409077,Shake Shack,American,16.7,Weekday,5,30,21
1482148,409080,Nobu Next Door,Japanese,14.86,Weekend,4,25,21
1482151,409082,Chote Nawab,Indian,17.35,Weekend,5,26,20
1482156,409085,Blue Ribbon Sushi Izakaya,Japanese,16.06,Weekend,Not given,27,21
1482160,409086,Blue Ribbon Sushi Izakaya,Japanese,17.47,Weekend,Not given,27,26
1482161,409087,Westville Hudson,American,14.96,Weekday,Not given,29,24
1482165,409090,Sushi of Gari 46,Japanese,17.89,Weekday,5,29,23
1482169,409092,Tony's Di Napoli,Italian,15.48,Weekend,Not given,26,22
1482172,409094,Rye House,American,14.56,Weekday,5,30,20
1482174,409097,UVA Wine Bar & Restaurant,Italian,15.67,Weekend,Not given,25,28
1482176,409098,Shake Shack,American,17.27,Weekday,5,27,25
1482178,409103,Shake Shack,American,18.45,Weekend,Not given,30,20
1482182,409107,Westville Hudson,American,17.11,Weekday,5,24,20
1482187,409109,Westville Hudson,American,14.03,Weekend,5,26,20
1482190,409111,Han Dynasty,Chinese,15.76,Weekday,5,28,20
1482191,409113,The Meatball Shop,Italian,14.81,Weekday,5,29,20
1482196,409115,Mission Cantina,Mexican,18.56,Weekday,5,27,23
1482201,409118,Sushi of Gari 46,Japanese,14.71,Weekend,Not given,30,23
1482204,409122,Haandi,Indian,14.42,Weekday,Not given,26,26
1482205,409125,P.J. Clarke's,American,17.18,Weekend,Not given,28,24
1482210,409129,The Kati Roll Company,Indian,18.27,Weekday,4,27,28
1482214,409132,Shake Shack,American,14.23,Weekday,5,24,24
1482219,409137,Sushi of Gari 46,Japanese,16.13,Weekend,Not given,25,28
1482223,409138,Shake Shack,American,15.14,Weekend,Not given,25,28
1482225,409141,Spice Thai,Thai,19.68,Weekday,5,28,27
1482230,409145,Chipotle Mexican Grill $1.99 Delivery,Mexican,17.3,Weekend,Not given,24,23
1482234,409148,Jack's Wife Freda,Mediterranean,16.41,Weekday,5,26,21
1482238,409153,Philippe Chow,Chinese,17.03,Weekend,5,26,20
1482243,409157,Hill Country Fried Chicken,Southern,17.47,Weekday,5,29,20
1482244,409160,Dos Caminos,Mexican,16.31,Weekday,Not given,25,28
1482249,409164,Ravagh Persian Grill,Middle Eastern,19.43,Weekend,5,29,26
1482250,409169,Blue Ribbon Fried Chicken,American,18.44,Weekend,5,30,21
1482255,409174,Dirty Bird to Go,American,18.03,Weekday,Not given,25,21
1482259,409175,Joe's Shanghai _Àü£¾÷´,Chinese,16.83,Weekday,5,28,26
1482264,409178,Parm,Italian,16.04,Weekday,5,28,26
1482269,409180,Rubirosa,Italian,15.43,Weekend,Not given,30,28
1482271,409183,RedFarm Hudson,Chinese,17.35,Weekday,Not given,26,24
1482275,409187,Sarabeth's,American,16.25,Weekday,4,26,21
1482277,409188,Schnipper's Quality Kitchen,American,15.46,Weekend,4,30,28
1482278,409192,P.J. Clarke's,American,17.37,Weekday,4,29,27
1482279,409197,Terakawa Ramen,Japanese,14.77,Weekend,5,27,26
1482284,409199,Lucky's Famous Burgers,American,16.35,Weekday,5,25,28
1482287,409203,Blue Ribbon Fried Chicken,American,14.55,Weekend,Not given,28,28
1482292,409207,Shake Shack,American,16.02,Weekday,4,28,22
1482295,409209,Blue Ribbon Sushi Izakaya,Japanese,15.08,Weekday,Not given,30,20
1482297,409213,Friend of a Farmer,American,15.25,Weekend,4,28,25
1482299,409218,Dickson's Farmstand Meats,American,18.66,Weekend,4,29,27
1482304,409220,Blue Ribbon Sushi,Japanese,16.98,Weekend,4,27,21
1482307,409224,Blue Ribbon Fried Chicken,American,18.15,Weekend,5,27,28
1482309,409226,Sushi Samba,Japanese,16.95,Weekday,Not given,28,28
1482311,409231,Chipotle Mexican Grill $1.99 Delivery,Mexican,17.54,Weekday,5,25,28
1482315,409235,Cipriani Le Specialita,Italian,15.37,Weekend,Not given,26,27
1482318,409238,Parm,Italian,17.56,Weekend,Not given,24,22
1482323,409240,The MasalaWala,Indian,16.87,Weekend,Not given,27,22
1482327,409244,TAO,Japanese,16.33,Weekend,Not given,29,24
1482330,409245,5 Napkin Burger,American,17.06,Weekend,4,28,22
1482331,409248,Lucky Strike,American,15.85,Weekend,Not given,27,28
1482334,409249,Blue Ribbon Fried Chicken,American,16.49,Weekday,4,26,27
1482336,409254,The Meatball Shop,Italian,14.66,Weekday,5,28,22
1482341,409259,Shake Shack,American,17.55,Weekend,Not given,26,20
1482342,409263,P.J. Clarke's,American,17.56,Weekday,Not given,26,28
1482346,409268,Rubirosa,Italian,16.32,Weekend,Not given,26,20
1482350,409273,Pepe Rosso To Go,Italian,16.08,Weekday,Not given,28,22
1482353,409278,Nha Trang One,Vietnamese,13.71,Weekday,4,26,23
1482358,409280,Cho Dang Gol,Korean,13.99,Weekend,Not given,27,22
1482363,409282,The Meatball Shop,American,17.81,Weekend,5,28,26
1482366,409285,Cafe Habana,Mexican,17.66,Weekday,5,25,26
1482371,409288,Big Daddy's,American,18.36,Weekday,5,28,24
1482376,409289,Shake Shack,American,16.27,Weekend,Not given,27,26
1482379,409292,El Parador Cafe,Mexican,14.68,Weekday,5,24,20
1482383,409294,Yama 49,Japanese,17.07,Weekend,4,30,22
1482384,409295,Nobu Next Door,Japanese,16.07,Weekend,5,27,23
1482388,409298,Amma,Indian,16.89,Weekend,Not given,25,23
1482391,409303,Blue Ribbon Sushi Izakaya,Japanese,15.57,Weekend,5,24,21
1482394,409305,Sushi Samba,Japanese,18.18,Weekday,5,30,20
1482398,409309,TAO,Japanese,16.14,Weekday,5,24,28
1482402,409310,Blue Ribbon Sushi Bar & Grill,Japanese,15.77,Weekend,4,29,22
1482403,409311,Barbounia,Mediterranean,17.38,Weekend,5,26,24
1482408,409314,5 Napkin Burger,American,14.05,Weekday,5,30,20
1482413,409318,Blue Ribbon Fried Chicken,American,15.71,Weekend,5,24,21
1482414,409321,Parm,Italian,15.28,Weekday,4,29,28
1482417,409322,Jack's Wife Freda,Mediterranean,13.31,Weekend,5,29,21
1482421,409323,Samurai Mama,Japanese,17.3,Weekday,5,25,24
1482425,409327,Yama Japanese Restaurant,Japanese,15.87,Weekday,4,30,25
1482427,409328,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.67,Weekend,Not given,24,25
1482431,409330,Cafe Mogador,Middle Eastern,16.14,Weekday,4,28,20
1482436,409333,Donburi-ya,Japanese,14.53,Weekend,4,30,21
1482441,409334,Blue Ribbon Sushi,Japanese,15.46,Weekend,4,25,21
1482446,409337,Byblos Restaurant,Middle Eastern,17.74,Weekday,5,28,23
1482451,409339,The Meatball Shop,Italian,14.92,Weekend,5,25,23
1482454,409341,Blue Ribbon Fried Chicken,American,17.12,Weekend,Not given,28,23
1482457,409346,Shake Shack,American,15.47,Weekday,5,25,28
1482459,409347,Vezzo Thin Crust Pizza,Italian,15.92,Weekday,5,26,22
